from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
上海美琪大戏院,佰映三克映画,West Nanjing Road,Changping Road,10.1,6.3,15.1,31.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,兰心大戏院,West Nanjing Road,South Shaanxi Road,10.1,3.2,10.7,23.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,博悦汇影城(BFC外滩金融中心店),West Nanjing Road,Lujiazui,10.1,9.6,19.6,39.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,和平影都,West Nanjing Road,People's Square,10.1,3.3,6.6,19.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,嘉定影剧院,West Nanjing Road,North Jiading,10.1,68.8,28.9,107.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,国泰电影院,West Nanjing Road,South Shaanxi Road,10.1,3.2,7.2,20.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,天山电影院-宛平剧院影城,West Nanjing Road,Shanghai Stadium,10.1,14.5,15.1,39.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,天山电影院-虹桥艺术中心旗舰店,West Nanjing Road,Loushanguan Road,10.1,13.1,5.4,28.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,寰映影城（大融城店）,West Nanjing Road,Xingzhi Road,10.1,21.9,14.0,46.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,星轶STARX影剧院（上海宝山日月光店）,West Nanjing Road,Changzhong Road,10.1,27.5,12.2,49.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,曹杨影城,West Nanjing Road,Fengqiao Road,10.1,14.5,12.9,37.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,朵云轩杜比全景声影城,West Nanjing Road,Longcao Road,10.1,17.6,12.1,39.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,沪东工人文化宫东宫影剧院,West Nanjing Road,Ningguo Road,10.1,21.4,23.0,54.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海美琪大戏院,黄浦剧场,West Nanjing Road,Qufu Road,10.1,6.0,13.0,29.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,CGV影城（松江印象城杜比ULTRA 4DX店）,West Nanjing Road,Songjiang University Town,17.6,69.6,22.3,109.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,CGV影城（白玉兰广场IMAX店）,West Nanjing Road,Tilanqiao,17.6,13.9,6.2,37.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,CGV影城（青浦天空万科广场IMAX店）,West Nanjing Road,East Xujing,17.6,36.9,36.5,91.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,CMG融媒影城,West Nanjing Road,Longhua Middle Road,17.6,12.2,16.5,46.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,MOViE MOViE影城（前滩太古里店）,West Nanjing Road,Oriental Sports Center,17.6,24.2,5.9,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC上影影城（丁香路LUXE店）,West Nanjing Road,Middle Yanggao Road,17.6,20.0,10.1,47.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC上影影城（国华广场店）,West Nanjing Road,Jiangwan Stadium,17.6,27.0,12.6,57.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC上影影城（港汇永华IMAX激光店）,West Nanjing Road,Xujiahui,17.6,11.8,8.7,38.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC上影百联影城（八佰伴IMAX店）,West Nanjing Road,Shangcheng Road,17.6,17.6,8.1,43.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC动漫主题影院（美罗城店）,West Nanjing Road,Xujiahui,17.6,11.8,7.1,36.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,SFC永华电影荟（世纪汇店）,West Nanjing Road,Pudian Road,17.6,17.9,11.3,46.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,UME影城（上海新天地店）,West Nanjing Road,South Huangpi Road,17.6,3.3,9.3,30.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,万达影城（五角场万达广场激光IMAX店）,West Nanjing Road,Jiangwan Stadium,17.6,27.0,8.2,52.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,万达影城（崇明万达广场店）,West Nanjing Road,North Jiangyang Road,17.6,57.9,333.7,409.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,万达影城（金山万达广场店）,West Nanjing Road,Minhang Development Zone,17.6,70.6,390.8,479.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海大光明电影院,West Nanjing Road,People's Square,17.6,3.3,9.9,30.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海市沪北电影院,West Nanjing Road,North Xizang Road,17.6,11.6,13.9,43.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海影城SHO,West Nanjing Road,Jiaotong University,17.6,9.9,8.3,35.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海百丽宫影城（万象城店）,West Nanjing Road,Longbai Xincun,17.6,27.7,15.7,60.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海百丽宫影城（环贸iapm店）,West Nanjing Road,South Shaanxi Road,17.6,3.2,8.2,28.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海百丽宫影城（长宁来福士店）,West Nanjing Road,Zhongshan Park,17.6,9.8,9.2,36.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海百丽宫影城（陆家嘴中心店）,West Nanjing Road,Shangcheng Road,17.6,17.6,6.4,41.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海百美汇影城（静安嘉里中心店）,West Nanjing Road,Jing'an Temple,17.6,3.4,10.1,31.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海科技影城,West Nanjing Road,South Shaanxi Road,17.6,3.2,13.6,34.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,上海美琪大戏院,West Nanjing Road,West Nanjing Road,17.6,0.0,10.1,27.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,世纪友谊影城（LUXE南方商城店）,West Nanjing Road,Lianhua Road,17.6,29.4,8.9,55.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,临港演艺中心,West Nanjing Road,Dishui Lake,17.6,128.7,13.6,159.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,久事·上海商城剧院,West Nanjing Road,Jing'an Temple,17.6,3.4,8.0,28.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,九棵树未来艺术中心,West Nanjing Road, Jingping Road,17.6,61.3,166.7,245.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,佰映三克映画,West Nanjing Road,Changping Road,17.6,6.3,15.1,38.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,兰心大戏院,West Nanjing Road,South Shaanxi Road,17.6,3.2,10.7,31.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,博悦汇影城(BFC外滩金融中心店),West Nanjing Road,Lujiazui,17.6,9.6,19.6,46.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,和平影都,West Nanjing Road,People's Square,17.6,3.3,6.6,27.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,嘉定影剧院,West Nanjing Road,North Jiading,17.6,68.8,28.9,115.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,国泰电影院,West Nanjing Road,South Shaanxi Road,17.6,3.2,7.2,28.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,天山电影院-宛平剧院影城,West Nanjing Road,Shanghai Stadium,17.6,14.5,15.1,47.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,天山电影院-虹桥艺术中心旗舰店,West Nanjing Road,Loushanguan Road,17.6,13.1,5.4,36.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,寰映影城（大融城店）,West Nanjing Road,Xingzhi Road,17.6,21.9,14.0,53.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,星轶STARX影剧院（上海宝山日月光店）,West Nanjing Road,Changzhong Road,17.6,27.5,12.2,57.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,曹杨影城,West Nanjing Road,Fengqiao Road,17.6,14.5,12.9,45.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,朵云轩杜比全景声影城,West Nanjing Road,Longcao Road,17.6,17.6,12.1,47.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,沪东工人文化宫东宫影剧院,West Nanjing Road,Ningguo Road,17.6,21.4,23.0,62.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
上海艺海剧院,黄浦剧场,West Nanjing Road,Qufu Road,17.6,6.0,13.0,36.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,CGV影城（松江印象城杜比ULTRA 4DX店）,Lianhua Road,Songjiang University Town,8.9,72.3,22.3,103.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,CGV影城（白玉兰广场IMAX店）,Lianhua Road,Tilanqiao,8.9,42.8,6.2,57.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,CGV影城（青浦天空万科广场IMAX店）,Lianhua Road,East Xujing,8.9,48.2,36.5,93.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,CMG融媒影城,Lianhua Road,Longhua Middle Road,8.9,19.2,16.5,44.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,MOViE MOViE影城（前滩太古里店）,Lianhua Road,Oriental Sports Center,8.9,25.1,5.9,40.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC上影影城（丁香路LUXE店）,Lianhua Road,Middle Yanggao Road,8.9,45.0,10.1,64.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC上影影城（国华广场店）,Lianhua Road,Jiangwan Stadium,8.9,55.9,12.6,77.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC上影影城（港汇永华IMAX激光店）,Lianhua Road,Xujiahui,8.9,17.6,8.7,35.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC上影百联影城（八佰伴IMAX店）,Lianhua Road,Shangcheng Road,8.9,38.1,8.1,55.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC动漫主题影院（美罗城店）,Lianhua Road,Xujiahui,8.9,17.6,7.1,33.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,SFC永华电影荟（世纪汇店）,Lianhua Road,Pudian Road,8.9,40.5,11.3,60.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,UME影城（上海新天地店）,Lianhua Road,South Huangpi Road,8.9,29.4,9.3,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,万达影城（五角场万达广场激光IMAX店）,Lianhua Road,Jiangwan Stadium,8.9,55.9,8.2,73.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,万达影城（崇明万达广场店）,Lianhua Road,North Jiangyang Road,8.9,86.8,333.7,429.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,万达影城（金山万达广场店）,Lianhua Road,Minhang Development Zone,8.9,41.2,390.8,441.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海大光明电影院,Lianhua Road,People's Square,8.9,32.2,9.9,51.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海市沪北电影院,Lianhua Road,North Xizang Road,8.9,40.5,13.9,63.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海影城SHO,Lianhua Road,Jiaotong University,8.9,20.4,8.3,37.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（万象城店）,Lianhua Road,Longbai Xincun,8.9,35.1,15.7,59.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（环贸iapm店）,Lianhua Road,South Shaanxi Road,8.9,26.2,8.2,43.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（长宁来福士店）,Lianhua Road,Zhongshan Park,8.9,26.1,9.2,44.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海百丽宫影城（陆家嘴中心店）,Lianhua Road,Shangcheng Road,8.9,38.1,6.4,53.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海百美汇影城（静安嘉里中心店）,Lianhua Road,Jing'an Temple,8.9,26.6,10.1,45.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海科技影城,Lianhua Road,South Shaanxi Road,8.9,26.2,13.6,48.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海美琪大戏院,Lianhua Road,West Nanjing Road,8.9,29.4,10.1,48.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,上海艺海剧院,Lianhua Road,West Nanjing Road,8.9,29.4,17.6,55.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,临港演艺中心,Lianhua Road,Dishui Lake,8.9,149.3,13.6,171.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,久事·上海商城剧院,Lianhua Road,Jing'an Temple,8.9,26.6,8.0,43.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,九棵树未来艺术中心,Lianhua Road, Jingping Road,8.9,31.9,166.7,207.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,佰映三克映画,Lianhua Road,Changping Road,8.9,29.5,15.1,53.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,兰心大戏院,Lianhua Road,South Shaanxi Road,8.9,26.2,10.7,45.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,博悦汇影城(BFC外滩金融中心店),Lianhua Road,Lujiazui,8.9,38.5,19.6,67.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,和平影都,Lianhua Road,People's Square,8.9,32.2,6.6,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,嘉定影剧院,Lianhua Road,North Jiading,8.9,86.9,28.9,124.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,国泰电影院,Lianhua Road,South Shaanxi Road,8.9,26.2,7.2,42.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,天山电影院-宛平剧院影城,Lianhua Road,Shanghai Stadium,8.9,24.2,15.1,48.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,天山电影院-虹桥艺术中心旗舰店,Lianhua Road,Loushanguan Road,8.9,29.4,5.4,43.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,寰映影城（大融城店）,Lianhua Road,Xingzhi Road,8.9,44.7,14.0,67.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,星轶STARX影剧院（上海宝山日月光店）,Lianhua Road,Changzhong Road,8.9,50.3,12.2,71.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,曹杨影城,Lianhua Road,Fengqiao Road,8.9,32.6,12.9,54.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,朵云轩杜比全景声影城,Lianhua Road,Longcao Road,8.9,13.8,12.1,34.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,沪东工人文化宫东宫影剧院,Lianhua Road,Ningguo Road,8.9,50.3,23.0,82.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
世纪友谊影城（LUXE南方商城店）,黄浦剧场,Lianhua Road,Qufu Road,8.9,34.9,13.0,56.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,CGV影城（松江印象城杜比ULTRA 4DX店）,Dishui Lake,Songjiang University Town,13.6,194.0,22.3,229.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,CGV影城（白玉兰广场IMAX店）,Dishui Lake,Tilanqiao,13.6,123.8,6.2,143.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,CGV影城（青浦天空万科广场IMAX店）,Dishui Lake,East Xujing,13.6,165.7,36.5,215.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,CMG融媒影城,Dishui Lake,Longhua Middle Road,13.6,130.1,16.5,160.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,MOViE MOViE影城（前滩太古里店）,Dishui Lake,Oriental Sports Center,13.6,128.8,5.9,148.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC上影影城（丁香路LUXE店）,Dishui Lake,Middle Yanggao Road,13.6,117.4,10.1,141.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC上影影城（国华广场店）,Dishui Lake,Jiangwan Stadium,13.6,141.5,12.6,167.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC上影影城（港汇永华IMAX激光店）,Dishui Lake,Xujiahui,13.6,136.2,8.7,158.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC上影百联影城（八佰伴IMAX店）,Dishui Lake,Shangcheng Road,13.6,115.7,8.1,137.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC动漫主题影院（美罗城店）,Dishui Lake,Xujiahui,13.6,136.2,7.1,156.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,SFC永华电影荟（世纪汇店）,Dishui Lake,Pudian Road,13.6,115.3,11.3,140.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,UME影城（上海新天地店）,Dishui Lake,South Huangpi Road,13.6,128.2,9.3,151.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,万达影城（五角场万达广场激光IMAX店）,Dishui Lake,Jiangwan Stadium,13.6,141.5,8.2,163.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,万达影城（崇明万达广场店）,Dishui Lake,North Jiangyang Road,13.6,179.3,333.7,526.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,万达影城（金山万达广场店）,Dishui Lake,Minhang Development Zone,13.6,190.6,390.8,595.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海大光明电影院,Dishui Lake,People's Square,13.6,125.4,9.9,149.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海市沪北电影院,Dishui Lake,North Xizang Road,13.6,133.4,13.9,160.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海影城SHO,Dishui Lake,Jiaotong University,13.6,137.9,8.3,159.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
临港演艺中心,上海百丽宫影城（万象城店）,Dishui Lake,Longbai Xincun,13.6,155.7,15.7,185.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
